% Automatically generated by xml2arff
@relation feat-pos-am-class
@attribute pos_pattern {N#S#A#S#N#S,A#S#A#S#A#S#N#S,N#S#N#S#N#S#N#S#N#S,A#S#N#S#N#S#N#S#NUM#S,N#S#N#S#N#S,A#S#CC#S#A#S#N#S,N#S#N#S,A#S#N#S,A#S#N#S#N#S,N#S#NUM#S,A#S#A#S#N#S#N#S,A#S#A#S#N#S,FW#S#FW#S,A#S#N#S#N#S#N#S,N#S#N#S#N#S#N#S}
@attribute n integer
@attribute mle_corpus real
@attribute pmi_corpus real
@attribute t_corpus real
@attribute dice_corpus real
@attribute mle_yahoo real
@attribute pmi_yahoo real
@attribute t_yahoo real
@attribute dice_yahoo real
@attribute reference {True,False}
@data
N#S#N#S,2,0.000234301780694,23.5516483289,1.73024715162,0.428571428571,5.12e-07,33.8925926089,-341.6525,8.0082585166e-05,False
N#S#N#S,2,0.000234301780694,17.9252091922,1.6429502037,0.0363636363636,5.1e-06,41.2650036381,495.420125099,0.00166780578892,False
N#S#N#S#N#S,3,0.000156201187129,37.3201347017,1.41286234151,0.0281690140845,4.36e-07,76.6184480314,144.466106033,2.45445407035e-05,False
N#S#N#S,2,0.000156201187129,19.5270626906,1.39024571303,0.0579710144928,5.4e-10,26.4863886982,-2758.27166604,6.94087403599e-07,False
N#S#N#S,2,0.000312402374258,24.481259001,1.99890659169,0.727272727273,7.18e-07,44.3455592185,189.049140747,0.00742886704604,True
N#S#N#S,2,0.000781005935645,16.8868810736,2.82816884896,0.0829875518672,6.24e-05,33.4712986848,-5649.86439157,0.00254435947315,False
N#S#N#S#N#S,3,0.000156201187129,43.6915314728,1.41419724145,0.0967741935484,2.76e-08,66.2956482427,-988.269441284,1.44196425776e-06,False
A#S#N#S,2,0.000156201187129,20.9666858282,1.40537748888,0.0487804878049,6.52e-06,29.4541347023,-38244.1406629,0.000244792191885,False
N#S#N#S,2,0.000156201187129,19.6447577333,1.39212337864,0.0689655172414,3.52e-08,32.010139551,-443.016857467,5.49141965679e-05,False
A#S#N#S#N#S,3,0.000156201187129,44.5604195585,1.41420462554,0.089552238806,1.486e-08,88.8832309245,27.2579069652,0.000101370710277,False
A#S#N#S,2,0.000234301780694,24.1186889216,1.7308333398,0.5,7.7e-06,39.5678449154,582.412866272,0.000358467382983,False
N#S#A#S#N#S,3,0.000156201187129,44.8057383767,1.414206023,0.130434782609,1.8e-10,78.7651076265,2.9853983728,3.14718994753e-08,False
N#S#N#S,2,0.000156201187129,19.5951269656,1.39135022221,0.0533333333333,1.744e-05,33.857358095,-2066.3745675,0.00119207108681,True
N#S#N#S,2,0.000156201187129,21.8623491684,1.40946417287,0.0888888888889,7.56e-06,40.9902844112,600.743265706,0.0102162162162,False
N#S#N#S,2,0.000156201187129,19.3817233275,1.3877053419,0.039603960396,6.48e-09,25.3572980232,-20920.0,1.63183077311e-06,False
A#S#N#S,2,0.000156201187129,22.0791605575,1.41012687838,0.102564102564,3.12e-08,41.8690264605,39.0051361752,0.000317722176397,False
N#S#N#S#N#S,3,0.000156201187129,39.5394449808,1.4139233958,0.0382165605096,2.48e-06,67.6959447347,-3330.34794029,8.05633605745e-05,False
N#S#N#S,2,0.00148391127773,19.7227602453,4.29439592558,0.304,0.0001276,35.3374452558,-383.171525306,0.0103908794788,True
N#S#N#S,2,0.000156201187129,21.7036514224,1.40891191828,0.2,2.86e-06,38.8876377815,340.974845827,0.00534579439252,False
A#S#A#S#N#S,3,0.000312402374258,47.7698729241,1.99999863367,0.333333333333,4.58e-06,74.8381908183,443.113821906,0.000159613125886,True
A#S#N#S,2,0.000546704154952,21.7967608268,2.63645274741,0.269230769231,2.66e-05,41.2385454264,1131.03049673,0.00372653404315,False
A#S#N#S,2,0.000390502967823,19.6332620945,2.20086090906,0.116279069767,2.18e-06,36.1735302032,117.158341846,0.000714754098361,False
A#S#A#S#N#S,3,0.000468603561387,46.0556274065,2.44948425191,0.305084745763,3.44e-06,91.629446394,414.728556364,0.00072266984492,False
N#S#N#S,2,0.000312402374258,22.3113339996,1.99507966261,0.32,2.96e-05,37.1755274926,824.673514188,0.00137126953784,False
N#S#N#S#N#S,3,0.000156201187129,44.763446655,1.41420579872,0.101694915254,7.22e-05,84.4948377535,1899.82573388,0.0134101040119,False
A#S#N#S,2,0.000156201187129,18.4182492035,1.36252253245,0.0444444444444,9.12e-08,36.0395307823,19.7228482339,4.38445181084e-06,False
N#S#N#S,2,0.000156201187129,20.879222987,1.40482523429,0.148148148148,2.42e-09,27.071156173,-3889.6112061,1.12637633047e-07,False
FW#S#FW#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,0.000828,36.9863714007,4071.28736165,0.0331003563023,False
A#S#N#S,2,0.000156201187129,20.8291823045,1.40449388153,0.148148148148,2.68e-07,29.9253351513,-5560.98018128,1.23914382454e-05,False
N#S#N#S#N#S,3,0.000156201187129,48.4073028447,1.41421294128,0.352941176471,5.82e-07,70.4637904649,-91.3347709149,2.72048753136e-05,False
N#S#N#S,2,0.000156201187129,20.8962965003,1.40493568521,0.117647058824,3.88e-07,42.5116859927,138.173230219,0.00302321957301,False
N#S#N#S,2,0.000156201187129,24.3817233275,1.41338518048,0.5,3.62e-06,32.8318745333,-2357.02746848,0.000359590742028,False
N#S#N#S,2,0.000156201187129,22.9666858282,1.412004544,0.285714285714,6.7e-05,43.0644003394,1820.35068032,0.0724324324324,False
A#S#N#S,2,0.000156201187129,21.9666858282,1.40979552563,0.190476190476,8.32e-07,38.7816926222,182.380161033,0.000627072656014,False
A#S#N#S,2,0.000156201187129,22.481259001,1.41112093665,0.133333333333,1.644e-08,41.1591139033,28.086723631,0.000134000619468,False
A#S#N#S,2,0.000156201187129,20.0406864096,1.39742502274,0.025974025974,4.02e-08,39.5478275825,42.0437849389,1.31794420375e-05,False
N#S#N#S,2,0.000156201187129,20.0406864096,1.39742502274,0.025974025974,4.98e-05,41.1716854906,1546.11986808,0.0158983527008,False
N#S#N#S,2,0.000156201187129,19.3344176127,1.38682173455,0.0571428571429,8.2e-06,37.0820589541,420.247975866,0.0047646717025,False
N#S#N#S,2,0.000156201187129,20.7036514224,1.40361027418,0.0408163265306,6.64e-08,33.1938849184,-235.594093345,1.92759892008e-05,False
N#S#N#S,2,0.000156201187129,16.6905614229,1.24301463847,0.0357142857143,4.42e-07,34.445295313,-169.099177646,0.000432062561095,False
N#S#N#S,2,0.000156201187129,24.2886139231,1.41332995502,0.4,2.44e-05,39.4922868296,1033.12150524,0.0126293995859,False
N#S#N#S,2,0.000156201187129,23.1186889216,1.41222544584,0.307692307692,0.0001214,32.703975027,-15143.3248294,0.00384483384784,False
A#S#N#S,2,0.000156201187129,24.2886139231,1.41332995502,0.4,2.16e-06,31.9378409592,-3665.60278707,0.000417794970986,False
N#S#N#S,2,0.000234301780694,16.6447577333,1.51561209372,0.041095890411,1.06e-06,33.3576296495,-815.612072791,0.000281018027572,False
N#S#N#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,1.014e-06,46.1696453643,225.024363642,0.0277808219178,False
A#S#N#S,2,0.000156201187129,24.7036514224,1.41355085686,0.5,3.5e-05,36.3532950985,569.421620883,0.00520910849829,False
N#S#N#S,2,0.000390502967823,20.8128804921,2.22052517447,0.106382978723,1.18e-09,39.8775982963,7.30091890987,5.4948030188e-08,False
N#S#N#S#N#S,3,0.000234301780694,43.9333716564,1.73203390358,0.0810810810811,9.3e-07,75.6153422506,206.323640663,0.000154724933452,False
N#S#N#S,2,0.000156201187129,22.2442198037,1.41056868206,0.16,2.78e-05,37.8949230364,948.32441834,0.00883380997776,False
N#S#N#S,2,0.000234301780694,18.1662172917,1.65665798891,0.0368098159509,3.2e-05,32.8364753811,-6981.51850424,0.00158808933002,False
N#S#N#S,2,0.000234301780694,20.7861135826,1.71978594712,0.181818181818,4.14e-07,34.6602916922,-121.077369762,0.00019758507135,False
N#S#N#S,2,0.000312402374258,20.5270626906,1.9830521712,0.177777777778,9e-07,38.6020276097,186.710131359,0.00264705882353,False
N#S#N#S,2,0.000156201187129,19.3056203484,1.38626947996,0.0701754385965,1.262e-06,32.8761997868,-1341.973911,7.20525264059e-05,False
N#S#N#S,2,0.000312402374258,21.5072542096,1.99140893471,0.135593220339,7.62e-07,29.8959903212,-9573.64011436,0.000114759036145,False
N#S#N#S#N#S,3,0.000156201187129,43.6613484673,1.4141968964,0.0689655172414,6.46e-06,83.9150281768,568.25297819,0.000679589861557,False
A#S#N#S,2,0.000234301780694,22.2442198037,1.7275867591,0.3,0.00332,36.3890260895,5725.3736782,0.0772997737291,False
A#S#N#S#N#S#N#S#NUM#S,5,0.000156201187129,93.3068110493,1.41421356237,0.0952380952381,3.64e-07,152.556640246,134.806962397,1.2754445415e-05,True
A#S#N#S#N#S,3,0.000156201187129,46.1219006259,1.41421053455,0.0714285714286,4.44e-07,65.4683946616,-7148.36609447,1.50033791394e-05,False
N#S#N#S,2,0.000234301780694,21.9193801134,1.72645947413,0.171428571429,2.1e-06,37.5279043554,242.277244696,0.00252100840336,False
N#S#N#S,2,0.000156201187129,16.4431238721,1.21098387206,0.031746031746,1.71e-06,27.8268189023,-61118.5564121,7.57978723404e-05,False
N#S#N#S#N#S#N#S,4,0.000156201187129,59.1168955285,1.41420881347,0.031007751938,6.84e-07,118.943232309,184.896242272,4.05148027989e-05,False
N#S#N#S,2,0.000156201187129,23.7036514224,1.41288815135,0.363636363636,9.26e-07,24.7577903887,-379032.535137,2.28784123856e-05,False
A#S#N#S#N#S,3,0.000156201187129,35.8150794234,1.41037831726,0.0196721311475,5.74e-06,70.1573570029,-481.489614084,0.000189962075334,False
A#S#N#S,2,0.000156201187129,22.5337264209,1.41123138757,0.266666666667,8.08e-07,38.6729760619,178.065885337,0.000175461073917,True
N#S#N#S,2,0.000312402374258,22.2886139231,1.99500156201,0.333333333333,6.36e-09,34.0753577549,-31.4256715153,2.42748091603e-05,False
A#S#N#S,2,0.000156201187129,23.0032117042,1.41205976946,0.25,3.8e-06,43.2731052682,433.839468291,0.00481195390655,False
A#S#N#S,2,0.000156201187129,24.7036514224,1.41355085686,0.571428571429,4.84e-06,35.4902540951,-17.685264913,0.000416917908519,False
A#S#N#S,2,0.000156201187129,24.2886139231,1.41332995502,0.5,2.88e-08,34.7794509881,-26.3944775369,0.000130316742081,False
A#S#N#S,2,0.000156201187129,22.2662461101,1.41062390752,0.222222222222,6e-11,33.5161802493,-5.31739597924,5.40540272705e-09,False
A#S#N#S,2,0.000156201187129,21.1800894663,1.40659244899,0.056338028169,1.072e-05,33.7500636537,-1801.67134346,0.00075059515474,False
N#S#N#S,2,0.000156201187129,23.1593309061,1.4122806713,0.333333333333,9.8e-10,42.0645128688,6.92389942857,0.00022091974752,False
N#S#N#S,2,0.000234301780694,17.8827633447,1.64028981118,0.0652173913043,3.26e-07,33.1043604918,-563.615421561,7.03010437333e-05,False
N#S#N#S,2,0.000390502967823,20.1800894663,2.21196790089,0.126582278481,0.0001248,33.9113293968,-5232.98806635,0.00602898550725,False
A#S#N#S#N#S,3,0.000156201187129,42.744337832,1.4141820937,0.0337078651685,3.58e-07,85.3165279075,133.783938837,0.000170929832826,False
N#S#N#S,2,0.000312402374258,21.2773866677,1.98992502343,0.163265306122,5.74e-05,42.038360062,1675.353016,0.0630076838639,True
A#S#N#S,2,0.000156201187129,22.8962965003,1.41189409308,0.235294117647,7.92e-07,43.9574361638,198.414967504,0.00606431852986,False
N#S#N#S,2,0.000234301780694,19.1186889216,1.69309183908,0.0571428571429,7.88e-08,36.7863801294,36.2896459006,2.30245761053e-05,False
A#S#N#S,2,0.000468603561387,23.5337264209,2.44690710364,0.666666666667,0.0001056,37.2066754378,1573.45311665,0.00966678872208,True
N#S#N#S,2,0.000390502967823,20.1307617539,2.21112963736,0.169491525424,4.98e-07,39.1241427694,144.629055434,0.000474290231336,False
N#S#N#S,2,0.000156201187129,18.7187583148,1.37224221329,0.0254777070064,2.62e-06,41.0067945837,353.748343434,0.000857649777731,False
N#S#N#S,2,0.000234301780694,22.0922167103,1.72709075371,0.222222222222,2.1e-05,35.6745252166,90.4464187609,0.0047191011236,True
A#S#N#S,2,0.000234301780694,19.9666858282,1.71040693618,0.103448275862,2.74e-05,32.9424126621,-5920.01508185,0.00142189932538,False
N#S#N#S,2,0.000312402374258,19.3593555145,1.96192596064,0.0909090909091,2.88e-06,37.6248092052,289.946099321,0.00013406107101,True
A#S#A#S#N#S#N#S,4,0.000156201187129,59.6868536046,1.41421036334,0.0243902439024,4.42e-08,103.746249349,-298.429787066,1.46783296031e-06,False
A#S#N#S,2,0.000156201187129,23.2886139231,1.41244634767,0.222222222222,2.36e-07,30.5149191259,-3431.38665374,2.90497291974e-05,False
N#S#N#S,2,0.000156201187129,19.0791605575,1.38152009045,0.0754716981132,3.96e-08,32.3350204983,-366.171429301,3.81797146163e-05,False
N#S#N#S,2,0.000156201187129,18.1186889216,1.35059383323,0.0454545454545,5.62e-07,34.5503303903,-165.517566091,0.000185766700823,False
N#S#N#S,2,0.000156201187129,20.659257303,1.40327892143,0.129032258065,0.000108,36.982647512,1468.17052688,0.016848673947,False
N#S#N#S,2,0.000156201187129,21.1800894663,1.40659244899,0.056338028169,2.32e-05,38.844552075,967.933236341,0.00170048082561,False
A#S#N#S,2,0.000156201187129,19.8456704272,1.39499510253,0.043956043956,7.78e-06,37.819938399,495.16734145,0.00167387422277,False
A#S#N#S#N#S,3,0.000234301780694,37.5394449808,1.73062928749,0.0405405405405,6.1e-06,68.088390005,-3847.62561033,0.000163758868537,True
N#S#N#S#N#S,3,0.00101530771634,43.0945750013,3.60548833886,0.3,2.46e-06,71.2203205085,31.9711934453,8.47191594326e-05,True
N#S#N#S,2,0.000234301780694,18.2207314508,1.65945365563,0.0740740740741,4.04e-05,36.9673738132,892.386837932,0.00229336966394,False
A#S#N#S#N#S,3,0.000390502967823,43.2435134201,2.23603277434,0.121951219512,8.28e-06,81.8101872297,643.048897989,0.000477305021113,False
N#S#N#S,2,0.000546704154952,20.1890782495,2.61741283136,0.132075471698,3.1e-05,34.3099827833,-1677.82879176,0.00354691075515,True
N#S#N#S#N#S#N#S,4,0.000234301780694,61.5248261412,1.73204971165,0.0591133004926,1.3e-08,113.768093773,25.3148962695,9.73125402729e-07,False
A#S#N#S#N#S#N#S,4,0.000156201187129,71.9589511737,1.41421356173,0.296296296296,1.422e-06,128.119933245,266.645742383,0.000365269122686,True
A#S#N#S,2,0.000312402374258,21.6812836093,1.99238519213,0.285714285714,0.001418,35.6320793104,514.002026452,0.0383504062594,False
A#S#N#S,2,0.000234301780694,20.765051967,1.71960558152,0.0821917808219,1.066e-06,34.4761140155,-252.178813238,7.81467634338e-05,True
N#S#N#S,2,0.000546704154952,21.7967608268,2.63645274741,0.318181818182,4.3e-07,36.8709420558,88.2937151652,0.001038647343,False
N#S#N#S#N#S,3,0.000156201187129,38.3566605777,1.4135548422,0.0348837209302,4.02e-08,71.1221831283,1.21885890555,1.40362236721e-06,False
A#S#N#S,2,0.000156201187129,22.588174205,1.41134183849,0.235294117647,1.978e-05,40.6446427337,965.557249806,0.0173966578716,False
N#S#N#S,2,0.000156201187129,15.7043560353,1.07507401666,0.0253164556962,6.34e-05,31.3375099924,-31026.7485126,0.00180756366617,True
N#S#N#S,2,0.000156201187129,23.1186889216,1.41222544584,0.307692307692,6.44e-07,30.5274139119,-5617.92166097,6.06688648139e-05,False
A#S#N#S,2,0.000156201187129,20.4182492035,1.40129080489,0.0493827160494,0.000119,39.1406564191,2238.02100359,0.00568888039009,False
A#S#N#S,2,0.000156201187129,21.7967608268,1.40924327103,0.190476190476,1.5e-05,32.9840064741,-4231.09990075,0.00155763239875,False
N#S#N#S,2,0.000156201187129,19.4557239089,1.38903075292,0.0258064516129,0.000928,40.5515939366,6600.41398937,0.171534195933,False
N#S#N#S#N#S,3,0.000156201187129,38.9919571855,1.41378947277,0.0368098159509,2.28e-06,66.6225509698,-7092.65867501,6.04778033576e-05,True
N#S#NUM#S,2,0.000156201187129,21.7967608268,1.40924327103,0.0851063829787,7.68e-07,27.013813493,-72108.8955446,4.49912126538e-05,False
A#S#N#S,2,0.000156201187129,25.7036514224,1.41388220962,0.8,1.97e-08,39.916475809,29.8724318424,2.39076834295e-06,False
A#S#A#S#N#S,3,0.000156201187129,44.6703372506,1.41420528114,0.133333333333,2.42e-09,81.6211447131,10.992605312,2.71698452142e-06,False
N#S#N#S,2,0.000390502967823,23.8291823045,2.2341469569,0.625,2.6e-09,25.5034720378,-11973.420668,1.45170295924e-06,False
A#S#N#S,2,0.000156201187129,18.0406864096,1.34705940383,0.025,3.78e-06,38.1727141304,364.584637186,0.00121935483871,False
N#S#N#S,2,0.000156201187129,21.4182492035,1.40775218363,0.0952380952381,6.06e-06,32.0725571438,-5543.36506466,0.000272288125776,False
N#S#N#S,2,0.000234301780694,19.3037208155,1.69778134454,0.0382165605096,3.1e-06,41.097492894,385.333625334,0.00101459710676,False
A#S#N#S,2,0.000156201187129,18.2333314876,1.35545367365,0.0251572327044,2.52e-06,37.3103619309,250.824879718,0.000810133093294,False
N#S#N#S#N#S,3,0.000156201187129,44.6259431312,1.41420502235,0.0882352941176,2.4e-10,73.9214012756,2.97996099043,4.6995573017e-08,False
A#S#N#S,2,0.000156201187129,22.8962965003,1.41189409308,0.307692307692,2.26e-07,27.461079335,-28661.0999228,1.01862201178e-05,False
A#S#N#S,2,0.000156201187129,21.3113339996,1.4072551545,0.0888888888889,6.4e-10,34.0317665507,-10.4482097988,6.15125552892e-07,False
N#S#N#S#N#S,3,0.000156201187129,41.6420627966,1.41414600133,0.043795620438,4.86e-09,74.6634754709,14.2858981354,3.35814143505e-07,False
N#S#N#S#N#S,3,0.000156201187129,42.8988477811,1.41418528973,0.0645161290323,2.76e-07,75.6856605285,112.640304471,1.18016984655e-05,False
N#S#N#S,2,0.000234301780694,23.0406864096,1.72948059784,0.272727272727,7.3e-05,34.5815140812,-1805.22629814,0.0055303030303,False
A#S#N#S#N#S,3,0.000156201187129,49.1849104234,1.41421320007,0.4,1.096e-06,75.6622606709,224.305404879,5.08985632511e-05,False
N#S#N#S,2,0.000546704154952,20.5110063444,2.6230805273,0.134615384615,5.7e-05,33.1755274926,-7012.692872,0.00228963142894,False
A#S#N#S#N#S,3,0.000156201187129,39.4589356132,1.41390674276,0.0254237288136,1.146e-06,72.2148442129,130.184130427,6.90916398714e-05,False
N#S#N#S#N#S,3,0.000156201187129,47.9922653455,1.41421273425,0.315789473684,1.04e-09,61.3715872152,-6035.79520018,3.8289879278e-08,False
N#S#N#S,2,0.000468603561387,19.2189403953,2.39809203549,0.136363636364,3.54e-08,35.5732026669,0.922717798459,5.1761953502e-05,False
A#S#N#S#N#S,3,0.000234301780694,36.1531271836,1.728334803,0.0282131661442,2.56e-06,68.9924500763,-1165.39796212,8.47217618213e-05,False
N#S#N#S#N#S,3,0.000156201187129,50.6703372506,1.41421343298,0.6,1.444e-07,77.9509746818,84.2434280742,6.24783662167e-05,False
N#S#N#S,2,0.000156201187129,23.9666858282,1.41310905319,0.444444444444,2.6e-10,27.072237311,-1273.96884667,4.38596491228e-07,False
N#S#N#S,2,0.000156201187129,15.4909523972,1.02100829199,0.0236686390533,2.54e-06,28.0940912349,-61831.7886809,9.53638293541e-05,False
N#S#N#S,2,0.000156201187129,23.2886139231,1.41244634767,0.333333333333,1e-10,37.0779967514,1.46540267692,4.26021386274e-06,False
A#S#N#S,2,0.000156201187129,24.1186889216,1.41321950411,0.363636363636,5.36e-05,41.2188331369,1605.08659384,0.00713240186294,False
N#S#N#S#N#S,3,0.000156201187129,37.8488821315,1.41327695515,0.0287081339713,1.57e-08,74.3685657162,25.1457100199,2.94636489885e-06,False
N#S#N#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,0.00294,36.213659003,4517.04661962,0.0684522092661,False
N#S#N#S,2,0.000234301780694,17.9222917088,1.64276983811,0.0674157303371,1.092e-06,37.3960965838,169.068360329,0.000153142793033,False
N#S#N#S,2,0.000156201187129,22.4557239089,1.41106571119,0.181818181818,7.18e-06,40.8177253205,583.707935906,0.000852174945107,False
FW#S#FW#S,2,0.000781005935645,23.1186889216,3.15783209645,0.714285714286,0.001098,39.9809566034,7068.03340101,0.0497646908095,False
N#S#N#S#N#S,3,0.000156201187129,41.1432512718,1.41411809531,0.0666666666667,2.08e-08,81.2739630873,32.2214534278,2.46837395865e-05,False
N#S#N#S,2,0.000234301780694,20.8735764238,1.7205074095,0.1875,2.62e-06,34.527529951,-368.835406888,0.000462570621469,True
A#S#N#S#N#S,3,0.000156201187129,48.9922653455,1.41421314831,0.4,1.912e-08,74.1893110034,27.3303527443,4.70935960591e-06,False
N#S#N#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,8.9e-06,31.4693422699,-10551.3974361,0.000727124183007,False
N#S#N#S,2,0.000156201187129,18.6144216549,1.36909436211,0.0645161290323,1.468e-05,34.9080737219,-472.004276894,0.00161389621812,True
N#S#N#S,2,0.000156201187129,18.3373292081,1.35954035764,0.0597014925373,8.16e-06,29.8214243103,-33024.5642147,0.000367236723672,False
A#S#N#S,2,0.000156201187129,22.8962965003,1.41189409308,0.173913043478,2.4e-07,42.9710316359,108.909193501,0.000466311881044,False
N#S#N#S,2,0.000156201187129,23.7036514224,1.41288815135,0.285714285714,6.82e-05,34.4365378962,-2124.53191257,0.00320338186942,False
N#S#N#S,2,0.000156201187129,23.8291823045,1.41299860227,0.307692307692,8.82e-08,40.8365321733,64.7167351217,0.000562966745388,False
A#S#N#S#N#S#N#S,4,0.000156201187129,68.8255520482,1.4142135567,0.0816326530612,6.86e-06,116.710420379,585.123476383,0.000275099652859,False
A#S#N#S,2,0.000156201187129,23.8962965003,1.41305382773,0.4,5.24e-07,38.9250395776,146.357555897,0.000109334768874,False
A#S#N#S#N#S,3,0.000156201187129,46.2329319383,1.41421075883,0.214285714286,4.6e-10,81.2604457756,4.79169179073,5.79198926753e-08,False
N#S#N#S,2,0.0013277100906,21.0196247941,4.09827243252,0.386363636364,0.000187,32.8979935171,-16044.8442366,0.00533145750116,True
N#S#N#S,2,0.000234301780694,20.1800894663,1.7133829685,0.08,0.0001284,37.4980324609,1881.08488191,0.00903716216216,True
N#S#N#S,2,0.000312402374258,20.909235556,1.98699625117,0.173913043478,1.082e-08,35.8287755945,4.20337462878,1.18325076824e-05,False
N#S#N#S,2,0.000234301780694,22.8735764238,1.72916495805,0.375,5.04e-06,33.531793617,-1519.13556246,0.000261587169772,False
A#S#N#S,2,0.000234301780694,18.8182939883,1.68407355933,0.0377358490566,2.92e-06,40.4280127522,369.184239913,0.000954844363639,False
N#S#N#S#N#S,3,0.000234301780694,38.6420627966,1.73138884724,0.0497237569061,2.32e-07,76.7711047256,105.615136584,1.45269738849e-05,False
N#S#N#S,2,0.00343642611684,19.2712993378,6.49902475534,0.387665198238,0.0001434,34.6717257747,-2214.46846411,0.00584713378927,False
N#S#N#S,2,0.000546704154952,19.1476016136,2.58742127368,0.0848484848485,3.2e-06,41.6464649931,394.18975,0.0010478713476,False
N#S#N#S#N#S,3,0.000156201187129,47.4224097371,1.41421233313,0.222222222222,2.24e-06,74.7356442348,308.064211299,0.000243002820568,False
A#S#N#S,2,0.000156201187129,23.1186889216,1.41222544584,0.307692307692,4.72e-06,31.8054665909,-5986.02326894,0.000527374301676,False
A#S#N#S,2,0.000156201187129,21.430632928,1.40780740909,0.0666666666667,2.74e-07,42.9636238902,116.364674907,0.000102233122114,False
N#S#N#S,2,0.000312402374258,19.3727345443,1.96227741331,0.0963855421687,7.42e-05,36.6194155091,1013.88477822,0.00520847957321,False
N#S#N#S,2,0.000312402374258,19.4796497482,1.96497188379,0.0975609756098,0.000352,34.7626181446,-3001.50023095,0.0142510121457,False
N#S#N#S,2,0.000234301780694,24.1186889216,1.7308333398,0.5,0.0001266,40.7054456035,2445.78554417,0.0166622795472,False
N#S#N#S,2,0.000312402374258,22.8962965003,1.99671977507,0.4,4.14e-07,38.1263220944,119.898290256,0.000615430355285,False
A#S#N#S,2,0.000234301780694,25.7036514224,1.73164498498,1.0,0.00026,44.6147248677,3598.85903948,0.304806565064,False
A#S#N#S#N#S,3,0.000156201187129,38.9305566408,1.41377103409,0.0254237288136,7.08e-07,67.6193987291,-1886.64201771,2.69373343072e-05,False
N#S#N#S,2,0.000234301780694,22.8291823045,1.72907477525,0.24,3.54e-06,32.101383089,-4144.67150832,0.000224961870869,False
N#S#N#S,2,0.000312402374258,21.5072542096,1.99140893471,0.135593220339,4.82e-07,28.6640757687,-18093.4578163,6.29242819843e-05,False
A#S#N#S#N#S,3,0.000390502967823,41.1004816422,2.23591248891,0.0646551724138,2.78e-05,79.5202273091,1175.58265289,0.00168977535979,False
N#S#N#S,2,0.000234301780694,21.0032117042,1.72149942027,0.133333333333,8.24e-09,25.6530697516,-19213.9468888,3.82087577276e-07,False
N#S#A#S#N#S,3,0.000156201187129,42.4098097004,1.41417388147,0.0759493670886,6.08e-09,70.8414000586,-3.17025014321,5.07766828128e-07,False
N#S#N#S,2,0.0013277100906,19.0387336171,4.02507986339,0.236111111111,0.0001634,32.7033632304,-17577.29518,0.00465861045823,True
A#S#N#S,2,0.000234301780694,20.0406864096,1.71148912975,0.0387096774194,1.924e-08,33.9936699444,-59.6496180497,6.29867642678e-06,False
N#S#N#S#N#S,3,0.000156201187129,40.220775876,1.41403261748,0.0530973451327,7.54e-06,73.626507791,508.728714833,0.000478628861617,True
A#S#N#S,2,0.000156201187129,24.1186889216,1.41321950411,0.444444444444,0.0001382,32.6719689821,-16578.613322,0.00429192546584,False
N#S#N#S#N#S,3,0.000156201187129,45.5744128306,1.41420913709,0.15,2.38e-06,79.3071211382,343.810601998,0.000119396649719,False
N#S#N#S,2,0.000234301780694,19.9222917088,1.7097305652,0.09375,3.14e-08,38.0875403193,32.8401331082,6.91584865833e-06,False
N#S#N#S,2,0.000156201187129,19.5404210735,1.39046661486,0.0754716981132,1.164e-05,34.8193140207,-495.379902812,0.00149691358025,True
N#S#N#S,2,0.000234301780694,18.2082405066,1.65882237605,0.0697674418605,3.36e-05,40.2244123181,1245.69711638,0.0119914346895,False
A#S#N#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,6.44e-05,39.5191414639,1680.5549272,0.0251956181534,False
N#S#N#S#N#S,3,0.000156201187129,40.2398846989,1.41403499833,0.0394736842105,2.72e-06,73.4095023266,295.288554907,0.000115558356622,False
N#S#N#S,2,0.000312402374258,23.481259001,1.99781318338,0.444444444444,1.642e-05,44.5194176518,904.293861486,0.0249316732463,False
N#S#N#S,2,0.000390502967823,17.2442198037,2.05164999997,0.0662251655629,5.16e-06,31.9518914868,-5605.73452565,0.00064824120603,False
N#S#N#S#N#S,3,0.000390502967823,45.8698687141,2.23606227625,0.326086956522,6.1e-08,83.6309964953,55.2175867737,4.14384640075e-06,False
N#S#N#S#N#S,3,0.000312402374258,41.8350763319,1.99991641882,0.0916030534351,2.3e-09,71.6423425714,3.44944420224,6.93606755127e-07,False
N#S#N#S,2,0.000234301780694,16.8623491684,1.54591351366,0.0431654676259,4.04e-05,37.6684009549,1095.93479323,0.00986328125,False
N#S#N#S,2,0.000312402374258,17.0101644649,1.80599812559,0.0567375886525,4.6e-05,33.7483355888,-3738.42353196,0.00278281911676,False
N#S#N#S,2,0.000937207122774,21.3598488279,3.44762070891,0.4,3.5e-06,41.1137183525,409.539250273,0.00497724687144,True
A#S#N#S,2,0.000390502967823,19.2607079265,2.19048739783,0.135135135135,4.1e-05,33.8841915097,-3083.54181861,0.00351629502573,True
A#S#N#S,2,0.000156201187129,22.6447577333,1.41145228941,0.266666666667,1.36e-09,41.7898411038,8.1377614465,1.67280541153e-06,False
